order_date,product_name,category,region,quantity,sales,profit
2022-02-17,Tablet,Electronics,North,1,502.0,92.31
2022-02-18,Smartwatch,Electronics,North,3,1890.0,492.31
2022-02-18,Monitor,Accessories,West,4,1672.0,432.35
2022-02-18,Tablet,Electronics,South,1,702.0,129.34
2022-02-18,Mouse,Accessories,West,5,5890.0,309.0
2022-02-19,Tablet,Electronics,East,5,5495.0,1276.27
2022-02-19,Keyboard,Accessories,East,1,582.0,29.91
2022-02-19,Tablet,Electronics,West,1,908.0,222.58
2022-02-19,Mouse,Accessories,West,6,5622.0,1382.67
2022-02-19,Monitor,Accessories,West,1,442.0,82.73
2022-02-21,Tablet,Electronics,West,7,2282.0,537.71
2022-02-22,Laptop,Electronics,West,5,3165.0,895.33
2022-02-22,Printer,Office,South,7,3675.0,227.14
2022-02-22,Monitor,Accessories,North,5,2880.0,209.58
2022-02-23,Monitor,Accessories,South,6,4236.0,739.22
2022-02-23,Mouse,Accessories,West,9,3186.0,483.22
2022-02-24,Headphones,Accessories,East,3,3519.0,935.72
2022-02-24,Keyboard,Accessories,West,7,2597.0,152.09
2022-02-24,Smartwatch,Electronics,East,3,1452.0,217.06
2022-02-24,Smartphone,Electronics,West,1,632.0,81.54
2022-02-25,Mouse,Accessories,East,4,4404.0,793.7
2022-02-25,Mouse,Accessories,East,4,2532.0,404.96
2022-02-25,Keyboard,Accessories,West,7,1351.0,310.03
2022-02-25,Printer,Office,North,3,2571.0,510.01
2022-02-26,Tablet,Electronics,West,2,2132.0,365.44
2022-02-27,Keyboard,Accessories,North,4,2724.0,229.47
2022-02-27,Keyboard,Accessories,North,4,904.0,108.85
2022-02-27,Headphones,Accessories,South,2,956.0,202.14
2022-02-28,Laptop,Electronics,West,8,1392.0,190.99
2022-02-28,Headphones,Accessories,East,6,1530.0,218.99
2022-03-01,Printer,Office,North,2,1796.0,225.15
2022-03-02,Camera,Electronics,North,3,2181.0,517.02
2022-03-02,Keyboard,Accessories,North,3,633.0,162.4
2022-03-02,Headphones,Accessories,North,7,952.0,215.51
2022-03-03,Printer,Office,North,7,3297.0,583.86
2022-03-03,Headphones,Accessories,North,4,1872.0,448.46
2022-03-03,Smartphone,Electronics,East,7,5180.0,463.35
2022-03-03,Monitor,Accessories,East,6,5370.0,1501.06
2022-03-03,Printer,Office,South,2,1570.0,247.7
2022-03-04,Smartphone,Electronics,North,6,3456.0,307.46
2022-03-04,Smartphone,Electronics,West,6,7128.0,544.54
2022-03-05,Camera,Electronics,South,1,189.0,19.02
2022-03-05,Smartwatch,Electronics,East,9,3132.0,443.27
2022-03-05,Laptop,Electronics,South,7,5285.0,1338.58
2022-03-05,Keyboard,Accessories,North,4,2040.0,393.72
2022-03-05,Tablet,Electronics,East,5,3530.0,803.86
2022-03-06,Mouse,Accessories,West,6,3522.0,626.72
2022-03-07,Printer,Office,East,7,637.0,68.11
2022-03-07,Tablet,Electronics,East,5,3735.0,957.13
2022-03-08,Laptop,Electronics,North,4,296.0,65.05
2022-03-08,Laptop,Electronics,North,2,594.0,172.47
2022-03-08,Keyboard,Accessories,South,4,2188.0,265.54
2022-03-09,Camera,Electronics,South,3,1377.0,330.44
2022-03-09,Keyboard,Accessories,North,1,158.0,46.24
2022-03-09,Mouse,Accessories,East,3,2172.0,364.77
2022-03-10,Camera,Electronics,North,7,5439.0,1416.62
2022-03-10,Headphones,Accessories,West,3,2529.0,285.65
2022-03-10,Tablet,Electronics,West,1,105.0,27.36
2022-03-10,Keyboard,Accessories,South,9,1764.0,417.95
2022-03-10,Laptop,Electronics,West,9,3078.0,285.05
2022-03-10,Monitor,Accessories,West,3,2610.0,740.21
2022-03-10,Mouse,Accessories,East,5,5615.0,715.58
2022-03-10,Printer,Office,South,5,5515.0,330.02
2022-03-11,Smartwatch,Electronics,South,1,495.0,55.17
2022-03-12,Smartwatch,Electronics,West,6,5310.0,1099.84
2022-03-12,Camera,Electronics,East,1,706.0,153.59
2022-03-12,Monitor,Accessories,West,4,2368.0,361.02
2022-03-12,Smartwatch,Electronics,West,2,1750.0,103.99
2022-03-12,Laptop,Electronics,South,3,723.0,115.25
2022-03-12,Keyboard,Accessories,East,6,6780.0,1794.97
2022-03-12,Printer,Office,West,8,5168.0,672.6
2022-03-13,Monitor,Accessories,North,3,1245.0,119.11
2022-03-13,Laptop,Electronics,East,5,1160.0,227.13
2022-03-13,Camera,Electronics,East,6,5316.0,782.42
2022-03-14,Smartphone,Electronics,North,5,4255.0,961.41
2022-03-14,Camera,Electronics,North,1,812.0,51.13
2022-03-14,Keyboard,Accessories,West,8,3216.0,639.78
2022-03-14,Smartphone,Electronics,North,4,2640.0,183.23
2022-03-15,Keyboard,Accessories,West,3,438.0,67.43
2022-03-15,Keyboard,Accessories,West,3,1983.0,453.09
2022-03-15,Mouse,Accessories,East,2,1128.0,94.13
2022-03-15,Camera,Electronics,North,4,1728.0,403.06
2022-03-15,Keyboard,Accessories,East,5,875.0,96.65
2022-03-15,Tablet,Electronics,East,7,847.0,147.71
2022-03-16,Tablet,Electronics,South,3,2508.0,431.53
2022-03-16,Headphones,Accessories,East,5,4920.0,323.38
2022-03-17,Smartwatch,Electronics,North,4,3380.0,211.72
2022-03-17,Headphones,Accessories,North,1,445.0,128.89
2022-03-17,Mouse,Accessories,South,5,4200.0,746.86
2022-03-18,Mouse,Accessories,West,1,104.0,29.67
2022-03-18,Camera,Electronics,South,9,9810.0,1666.96
2022-03-18,Keyboard,Accessories,North,9,8370.0,1525.8
2022-03-19,Laptop,Electronics,South,5,4635.0,769.03
2022-03-19,Headphones,Accessories,South,5,270.0,29.41
2022-03-19,Keyboard,Accessories,East,4,3524.0,998.29
2022-03-19,Camera,Electronics,South,2,840.0,153.61
2022-03-19,Tablet,Electronics,West,6,3450.0,705.74
2022-03-19,Printer,Office,South,3,1611.0,234.84
2022-03-19,Headphones,Accessories,South,7,7616.0,1317.79
2022-03-19,Smartphone,Electronics,West,4,2428.0,485.75
2022-03-20,Camera,Electronics,East,5,4485.0,1324.49
2022-03-20,Smartphone,Electronics,North,8,6200.0,1296.84
2022-03-21,Headphones,Accessories,East,9,5283.0,1550.3
2022-03-21,Monitor,Accessories,South,8,1064.0,190.73
2022-03-23,Mouse,Accessories,North,3,369.0,19.22
2022-03-23,Headphones,Accessories,North,2,2258.0,175.86
2022-03-23,Camera,Electronics,West,2,1416.0,136.75
2022-03-23,Keyboard,Accessories,South,4,3496.0,1032.81
2022-03-24,Smartwatch,Electronics,East,1,897.0,250.78
2022-03-25,Keyboard,Accessories,North,7,7679.0,2270.08
2022-03-25,Camera,Electronics,West,9,3699.0,276.07
2022-03-25,Camera,Electronics,East,6,5154.0,1072.8
2022-03-25,Smartphone,Electronics,South,2,1298.0,204.08
2022-03-25,Tablet,Electronics,South,5,1760.0,272.68
2022-03-26,Tablet,Electronics,North,7,1841.0,496.89
2022-03-26,Smartwatch,Electronics,West,8,608.0,163.18
2022-03-26,Smartwatch,Electronics,North,2,2298.0,343.53
2022-03-27,Printer,Office,South,7,5740.0,1615.9
2022-03-27,Laptop,Electronics,East,3,1758.0,245.92
2022-03-27,Tablet,Electronics,East,8,2080.0,151.14
2022-03-27,Camera,Electronics,East,3,1107.0,65.88
2022-03-27,Printer,Office,South,2,1774.0,322.49
2022-03-28,Smartwatch,Electronics,North,2,474.0,120.91
2022-03-28,Printer,Office,East,5,5405.0,326.56
2022-03-28,Printer,Office,North,2,606.0,154.99
2022-03-29,Mouse,Accessories,North,2,1168.0,172.18
2022-03-29,Mouse,Accessories,West,5,5430.0,310.86
2022-03-29,Printer,Office,West,8,7944.0,1142.83
2022-03-31,Mouse,Accessories,West,6,6516.0,842.83
2022-03-31,Keyboard,Accessories,South,1,657.0,101.85
2022-03-31,Mouse,Accessories,West,7,8008.0,1593.65
2022-03-31,Keyboard,Accessories,South,1,189.0,14.88
2022-04-02,Tablet,Electronics,South,3,2103.0,541.35
2022-04-02,Smartwatch,Electronics,South,6,4374.0,702.62
2022-04-02,Smartwatch,Electronics,East,9,5526.0,595.28
2022-04-03,Tablet,Electronics,North,3,1233.0,361.12
2022-04-03,Printer,Office,South,5,5410.0,1129.77
2022-04-03,Tablet,Electronics,East,8,2912.0,451.97
2022-04-04,Printer,Office,North,3,1254.0,221.19
2022-04-05,Headphones,Accessories,North,3,288.0,77.38
2022-04-06,Mouse,Accessories,East,7,5047.0,1356.23
2022-04-06,Headphones,Accessories,West,4,4108.0,462.17
2022-04-07,Monitor,Accessories,South,3,1833.0,314.79
2022-04-07,Headphones,Accessories,South,8,904.0,181.45
2022-04-07,Printer,Office,East,4,2796.0,682.65
2022-04-07,Keyboard,Accessories,South,1,419.0,108.36
2022-04-07,Mouse,Accessories,South,5,1210.0,201.45
2022-04-07,Keyboard,Accessories,West,3,2067.0,465.39
2022-04-08,Keyboard,Accessories,East,4,3528.0,411.5
2022-04-08,Monitor,Accessories,West,2,170.0,48.69
2022-04-08,Keyboard,Accessories,East,1,236.0,29.33
2022-04-09,Headphones,Accessories,East,4,388.0,35.21
2022-04-09,Smartwatch,Electronics,North,6,1242.0,87.37
2022-04-09,Smartwatch,Electronics,South,4,4560.0,507.87
2022-04-09,Smartphone,Electronics,East,9,9117.0,1780.52
2022-04-09,Mouse,Accessories,East,6,4302.0,957.38
2022-04-10,Mouse,Accessories,South,3,1446.0,356.7
2022-04-10,Printer,Office,West,2,2070.0,183.41
2022-04-10,Headphones,Accessories,East,5,4295.0,414.42
2022-04-10,Mouse,Accessories,West,1,916.0,223.5
2022-04-11,Smartphone,Electronics,East,9,8145.0,2384.42
2022-04-11,Camera,Electronics,North,5,410.0,121.77
2022-04-11,Headphones,Accessories,South,9,4752.0,1415.65
2022-04-12,Laptop,Electronics,South,4,260.0,66.02
2022-04-13,Smartwatch,Electronics,North,2,1756.0,165.6
2022-04-13,Mouse,Accessories,South,5,3135.0,787.7
2022-04-13,Tablet,Electronics,East,7,896.0,219.98
2022-04-14,Mouse,Accessories,East,8,4088.0,853.36
2022-04-14,Laptop,Electronics,East,9,8496.0,2182.42
2022-04-14,Smartwatch,Electronics,North,7,1519.0,403.63
2022-04-14,Keyboard,Accessories,South,3,1674.0,499.63
2022-04-15,Tablet,Electronics,West,9,3321.0,689.64
2022-04-15,Mouse,Accessories,South,5,1465.0,424.64
2022-04-15,Mouse,Accessories,East,9,7884.0,2054.02
2022-04-15,Laptop,Electronics,South,3,3285.0,292.87
2022-04-15,Keyboard,Accessories,East,8,3208.0,840.97
2022-04-15,Laptop,Electronics,East,1,166.0,9.69
2022-04-15,Smartwatch,Electronics,South,6,6624.0,1136.09
2022-04-16,Mouse,Accessories,East,4,840.0,190.13
2022-04-16,Smartwatch,Electronics,East,1,890.0,57.04
2022-04-16,Camera,Electronics,East,2,1236.0,120.74
2022-04-16,Headphones,Accessories,South,1,977.0,103.82
2022-04-17,Laptop,Electronics,North,4,328.0,90.89
2022-04-17,Keyboard,Accessories,North,6,6192.0,316.23
2022-04-17,Camera,Electronics,East,6,1728.0,307.44
2022-04-17,Camera,Electronics,West,8,968.0,271.61
2022-04-18,Mouse,Accessories,North,6,4488.0,939.05
2022-04-20,Keyboard,Accessories,West,4,616.0,175.75
2022-04-20,Camera,Electronics,South,5,4280.0,540.47
2022-04-21,Smartwatch,Electronics,North,5,4505.0,1351.28
2022-04-21,Tablet,Electronics,East,1,631.0,99.31
2022-04-21,Smartphone,Electronics,West,8,2680.0,598.97
2022-04-22,Keyboard,Accessories,West,7,3654.0,670.16
2022-04-22,Printer,Office,West,8,432.0,98.44
2022-04-22,Keyboard,Accessories,East,5,1000.0,292.04
2022-04-23,Headphones,Accessories,West,2,1098.0,239.92
2022-04-23,Headphones,Accessories,East,4,2160.0,631.9
2022-04-23,Printer,Office,South,7,2338.0,531.5
2022-04-23,Smartphone,Electronics,East,1,300.0,45.81
2022-04-24,Laptop,Electronics,East,2,358.0,51.75
2022-04-24,Monitor,Accessories,East,6,7140.0,869.93
2022-04-24,Smartphone,Electronics,South,2,1102.0,176.53
2022-04-25,Mouse,Accessories,South,7,1428.0,289.65
2022-04-25,Camera,Electronics,East,6,996.0,225.75
2022-04-25,Laptop,Electronics,South,5,5700.0,999.26
2022-04-26,Tablet,Electronics,South,9,5850.0,1511.06
2022-04-27,Camera,Electronics,East,9,2691.0,761.16
2022-04-27,Laptop,Electronics,East,4,1076.0,124.56
2022-04-28,Smartwatch,Electronics,West,1,946.0,280.53
2022-04-28,Laptop,Electronics,West,2,432.0,81.31
2022-04-28,Printer,Office,East,7,5649.0,660.37
2022-04-28,Smartphone,Electronics,East,2,606.0,150.95
2022-04-29,Laptop,Electronics,East,1,403.0,72.45
2022-04-29,Camera,Electronics,East,4,3368.0,558.93
2022-04-30,Keyboard,Accessories,North,5,3835.0,229.11
2022-04-30,Camera,Electronics,West,8,6336.0,439.42
2022-04-30,Monitor,Accessories,East,6,4944.0,1335.04
2022-04-30,Smartwatch,Electronics,East,1,1001.0,225.75
2022-04-30,Headphones,Accessories,South,8,584.0,107.27
2022-05-02,Keyboard,Accessories,North,2,712.0,205.53
2022-05-02,Tablet,Electronics,East,3,2508.0,631.85
2022-05-02,Smartphone,Electronics,North,1,161.0,36.58
2022-05-02,Smartphone,Electronics,North,2,1270.0,229.39
2022-05-02,Laptop,Electronics,West,8,4624.0,1313.36
2022-05-03,Monitor,Accessories,West,2,1476.0,195.74
2022-05-03,Printer,Office,South,5,3340.0,845.53
2022-05-03,Mouse,Accessories,North,2,596.0,41.37
2022-05-03,Keyboard,Accessories,North,7,3962.0,491.9
2022-05-05,Laptop,Electronics,East,9,8010.0,763.32
2022-05-05,Camera,Electronics,South,6,2982.0,445.01
2022-05-06,Headphones,Accessories,South,1,134.0,33.12
2022-05-06,Keyboard,Accessories,South,5,1455.0,423.81
2022-05-06,Smartphone,Electronics,East,6,612.0,83.75
2022-05-07,Keyboard,Accessories,West,6,3150.0,498.63
2022-05-07,Headphones,Accessories,West,3,312.0,74.8
2022-05-07,Tablet,Electronics,North,6,4332.0,348.61
2022-05-08,Laptop,Electronics,East,4,2896.0,522.82
2022-05-08,Printer,Office,North,8,5616.0,723.42
2022-05-08,Mouse,Accessories,South,1,1162.0,220.93
2022-05-08,Smartwatch,Electronics,North,2,1708.0,93.25
2022-05-09,Monitor,Accessories,North,3,726.0,94.38
2022-05-09,Smartphone,Electronics,West,2,1232.0,155.52
2022-05-09,Smartphone,Electronics,East,7,7567.0,2213.18
2022-05-09,Camera,Electronics,West,6,4296.0,1240.31
2022-05-09,Printer,Office,East,5,4880.0,1084.69
2022-05-09,Printer,Office,West,9,10656.0,961.3
2022-05-09,Camera,Electronics,South,1,1193.0,153.72
2022-05-10,Monitor,Accessories,East,8,2240.0,313.17
2022-05-10,Tablet,Electronics,West,2,1166.0,170.11
2022-05-10,Tablet,Electronics,East,5,480.0,73.07
2022-05-11,Tablet,Electronics,South,5,5865.0,502.73
2022-05-11,Printer,Office,West,9,7506.0,827.17
2022-05-11,Camera,Electronics,South,8,728.0,120.06
2022-05-11,Tablet,Electronics,North,3,2007.0,160.84
2022-05-11,Camera,Electronics,East,9,8586.0,700.37
2022-05-12,Camera,Electronics,South,5,4540.0,939.71
2022-05-12,Mouse,Accessories,East,3,1662.0,375.04
2022-05-12,Smartphone,Electronics,North,1,1184.0,218.27
2022-05-13,Monitor,Accessories,West,8,6160.0,684.71
2022-05-13,Monitor,Accessories,East,7,7791.0,907.96
2022-05-13,Printer,Office,East,7,5635.0,1665.01
2022-05-13,Smartwatch,Electronics,East,1,483.0,98.15
2022-05-13,Monitor,Accessories,North,7,7588.0,1625.55
2022-05-13,Headphones,Accessories,East,3,1992.0,252.21
2022-05-13,Camera,Electronics,North,2,520.0,61.33
2022-05-13,Mouse,Accessories,South,5,5070.0,986.39
2022-05-14,Laptop,Electronics,East,9,963.0,49.71
2022-05-14,Keyboard,Accessories,East,4,2284.0,576.59
2022-05-14,Printer,Office,West,3,1563.0,221.62
2022-05-14,Camera,Electronics,South,1,873.0,158.97
2022-05-14,Headphones,Accessories,West,3,1083.0,257.44
2022-05-15,Smartwatch,Electronics,South,2,390.0,115.48
2022-05-15,Smartwatch,Electronics,South,1,263.0,69.39
2022-05-15,Mouse,Accessories,North,7,7469.0,589.81
2022-05-15,Mouse,Accessories,North,8,2760.0,156.53
2022-05-16,Camera,Electronics,West,2,1492.0,276.56
2022-05-16,Monitor,Accessories,South,2,2314.0,305.42
2022-05-16,Monitor,Accessories,North,8,3032.0,278.85
2022-05-16,Keyboard,Accessories,West,5,5755.0,1441.84
2022-05-17,Smartwatch,Electronics,East,7,2688.0,603.07
2022-05-17,Smartwatch,Electronics,South,3,2187.0,491.13
2022-05-17,Camera,Electronics,East,9,5634.0,464.71
2022-05-18,Headphones,Accessories,North,3,2256.0,282.52
2022-05-18,Tablet,Electronics,West,2,1768.0,375.86
2022-05-18,Smartwatch,Electronics,East,3,1692.0,348.81
2022-05-18,Mouse,Accessories,West,4,1208.0,351.47
2022-05-18,Printer,Office,West,6,2604.0,305.73
2022-05-19,Smartwatch,Electronics,South,4,2128.0,614.05
2022-05-19,Headphones,Accessories,West,5,4025.0,407.72
2022-05-19,Laptop,Electronics,East,2,646.0,110.13
2022-05-20,Keyboard,Accessories,South,8,2128.0,294.45
2022-05-20,Keyboard,Accessories,North,2,1608.0,170.29
2022-05-20,Keyboard,Accessories,East,2,1270.0,84.29
2022-05-21,Camera,Electronics,West,5,250.0,16.81
2022-05-21,Monitor,Accessories,North,2,1214.0,163.8
2022-05-22,Printer,Office,West,2,1874.0,271.5
2022-05-22,Smartphone,Electronics,North,6,4596.0,1162.75
2022-05-22,Printer,Office,South,1,1148.0,89.04
2022-05-23,Camera,Electronics,North,3,924.0,183.18
2022-05-23,Headphones,Accessories,East,4,1964.0,349.91
2022-05-23,Printer,Office,North,1,985.0,105.09
2022-05-24,Laptop,Electronics,South,7,4641.0,1341.98
2022-05-24,Monitor,Accessories,East,9,4968.0,991.82
2022-05-24,Laptop,Electronics,North,9,8460.0,1201.94
